{'date': '2017-06-22 21:30', 'home': 'changnin', 'temperature': '26.80', 'humidity': '99.90'}
{'date': '2018-02-07 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '8.40', 'humidity': '14.30'}
{'date': '2018-02-07 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '8.60', 'humidity': '14.20'}
{'date': '2018-02-07 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '8.60', 'humidity': '14.30'}
{'date': '2018-02-07 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '8.90', 'humidity': '10.70'}
{'date': '2018-02-07 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '8.90', 'humidity': '10.60'}
{'date': '2018-02-07 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.10', 'humidity': '14.40'}
{'date': '2018-02-07 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.20', 'humidity': '11.40'}
{'date': '2018-02-07 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.40', 'humidity': '8.40'}
{'date': '2018-02-07 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.40', 'humidity': '6.20'}
{'date': '2018-02-07 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '8.30'}
{'date': '2018-02-07 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '8.30'}
{'date': '2018-02-07 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.70', 'humidity': '7.70'}
{'date': '2018-02-07 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.70', 'humidity': '8.00'}
{'date': '2018-02-07 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.70', 'humidity': '8.20'}
{'date': '2018-02-07 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '8.40'}
{'date': '2018-02-07 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '8.40'}
{'date': '2018-02-07 18:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '9.80'}
{'date': '2018-02-07 19:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '11.70'}
{'date': '2018-02-07 19:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.50', 'humidity': '12.10'}
{'date': '2018-02-07 20:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '11.80'}
{'date': '2018-02-07 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '11.80'}
{'date': '2018-02-07 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.30', 'humidity': '15.50'}
{'date': '2018-02-07 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.40', 'humidity': '14.10'}
{'date': '2018-02-07 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.30', 'humidity': '17.60'}
{'date': '2018-02-07 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '18.80'}
{'date': '2018-02-07 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '18.80'}
{'date': '2018-02-07 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.00', 'humidity': '19.20'}
{'date': '2018-02-08 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.70', 'humidity': '21.30'}
{'date': '2018-02-08 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '21.40'}
{'date': '2018-02-08 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '21.40'}
{'date': '2018-02-08 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.40', 'humidity': '21.40'}
{'date': '2018-02-08 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.40', 'humidity': '21.50'}
{'date': '2018-02-08 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.40', 'humidity': '20.60'}
{'date': '2018-02-08 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.30', 'humidity': '20.10'}
{'date': '2018-02-08 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.20', 'humidity': '19.50'}
{'date': '2018-02-08 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.20', 'humidity': '18.40'}
{'date': '2018-02-08 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.10', 'humidity': '18.00'}
{'date': '2018-02-08 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.20', 'humidity': '18.00'}
{'date': '2018-02-08 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.10', 'humidity': '18.40'}
{'date': '2018-02-08 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.00', 'humidity': '18.90'}
{'date': '2018-02-08 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.00', 'humidity': '18.90'}
{'date': '2018-02-08 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '8.90', 'humidity': '18.90'}
{'date': '2018-02-08 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '8.70', 'humidity': '20.00'}
{'date': '2018-02-08 08:00', 'home': '', 'ch2o': 0.0, 'temperature': '8.70', 'humidity': '19.30'}
{'date': '2018-02-08 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '8.70', 'humidity': '19.30'}
{'date': '2018-02-08 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '8.60', 'humidity': '18.70'}
{'date': '2018-02-08 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '8.60', 'humidity': '16.20'}
{'date': '2018-02-08 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '8.50', 'humidity': '15.80'}
{'date': '2018-02-08 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '8.70', 'humidity': '13.60'}
{'date': '2018-02-08 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '8.80', 'humidity': '11.30'}
{'date': '2018-02-08 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '8.80', 'humidity': '11.30'}
{'date': '2018-02-08 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '8.90', 'humidity': '10.00'}
{'date': '2018-02-08 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.10', 'humidity': '9.40'}
{'date': '2018-02-08 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.40', 'humidity': '5.80'}
{'date': '2018-02-08 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.40', 'humidity': '5.80'}
{'date': '2018-02-08 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.50', 'humidity': '3.60'}
{'date': '2018-02-08 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.70', 'humidity': '7.20'}
{'date': '2018-02-08 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.80', 'humidity': '6.20'}
{'date': '2018-02-08 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.20', 'humidity': '7.10'}
{'date': '2018-02-08 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.60', 'humidity': '8.30'}
{'date': '2018-02-08 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.60', 'humidity': '8.30'}
{'date': '2018-02-08 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.60', 'humidity': '7.30'}
{'date': '2018-02-08 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.60', 'humidity': '8.80'}
{'date': '2018-02-08 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.60', 'humidity': '8.90'}
{'date': '2018-02-08 18:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.90', 'humidity': '12.90'}
{'date': '2018-02-08 19:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.50', 'humidity': '19.00'}
{'date': '2018-02-08 19:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.50', 'humidity': '19.00'}
{'date': '2018-02-08 20:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.10', 'humidity': '15.20'}
{'date': '2018-02-08 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '13.90'}
{'date': '2018-02-08 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.10', 'humidity': '15.40'}
{'date': '2018-02-08 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.10', 'humidity': '15.40'}
{'date': '2018-02-08 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.50', 'humidity': '15.60'}
{'date': '2018-02-08 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '16.30'}
{'date': '2018-02-08 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.80', 'humidity': '16.90'}
{'date': '2018-02-08 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.80', 'humidity': '17.00'}
{'date': '2018-02-09 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.70', 'humidity': '17.00'}
{'date': '2018-02-09 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.70', 'humidity': '16.50'}
{'date': '2018-02-09 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '16.30'}
{'date': '2018-02-09 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.50', 'humidity': '16.20'}
{'date': '2018-02-09 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '14.30'}
{'date': '2018-02-09 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '16.30'}
{'date': '2018-02-09 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.50', 'humidity': '16.90'}
{'date': '2018-02-09 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.50', 'humidity': '17.00'}
{'date': '2018-02-09 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.50', 'humidity': '18.80'}
{'date': '2018-02-09 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '19.30'}
{'date': '2018-02-09 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.70', 'humidity': '19.70'}
{'date': '2018-02-09 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.70', 'humidity': '19.80'}
{'date': '2018-02-09 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.70', 'humidity': '19.80'}
{'date': '2018-02-09 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.80', 'humidity': '20.10'}
{'date': '2018-02-09 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.70', 'humidity': '20.00'}
{'date': '2018-02-09 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.80', 'humidity': '21.60'}
{'date': '2018-02-09 08:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.00', 'humidity': '20.30'}
{'date': '2018-02-09 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.00', 'humidity': '20.40'}
{'date': '2018-02-09 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.00', 'humidity': '20.50'}
{'date': '2018-02-09 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.00', 'humidity': '21.20'}
{'date': '2018-02-09 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.20', 'humidity': '22.20'}
{'date': '2018-02-09 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.30', 'humidity': '21.90'}
{'date': '2018-02-09 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.40', 'humidity': '22.90'}
{'date': '2018-02-09 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.60', 'humidity': '23.30'}
{'date': '2018-02-09 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.70', 'humidity': '22.50'}
{'date': '2018-02-09 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.80', 'humidity': '22.60'}
{'date': '2018-02-09 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.00', 'humidity': '26.10'}
{'date': '2018-02-09 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.10', 'humidity': '26.00'}
{'date': '2018-02-09 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.10', 'humidity': '24.90'}
{'date': '2018-02-09 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.20', 'humidity': '25.70'}
{'date': '2018-02-09 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.30', 'humidity': '24.30'}
{'date': '2018-02-09 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.40', 'humidity': '26.10'}
{'date': '2018-02-09 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.40', 'humidity': '26.20'}
{'date': '2018-02-09 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.50', 'humidity': '30.00'}
{'date': '2018-02-09 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.40', 'humidity': '31.10'}
{'date': '2018-02-09 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.40', 'humidity': '35.60'}
{'date': '2018-02-09 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.50', 'humidity': '35.70'}
{'date': '2018-02-09 18:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.20', 'humidity': '44.70'}
{'date': '2018-02-09 19:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.20', 'humidity': '44.90'}
{'date': '2018-02-09 19:30', 'home': '', 'ch2o': 0.0003, 'temperature': '12.50', 'humidity': '42.10'}
{'date': '2018-02-09 20:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.20', 'humidity': '42.80'}
{'date': '2018-02-09 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.10', 'humidity': '42.60'}
{'date': '2018-02-09 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '43.60'}
{'date': '2018-02-09 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '36.10'}
{'date': '2018-02-09 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '35.90'}
{'date': '2018-02-09 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '36.50'}
{'date': '2018-02-09 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '36.50'}
{'date': '2018-02-09 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '39.00'}
{'date': '2018-02-10 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.10', 'humidity': '40.10'}
{'date': '2018-02-10 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.80', 'humidity': '41.00'}
{'date': '2018-02-10 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '41.70'}
{'date': '2018-02-10 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '42.80'}
{'date': '2018-02-10 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '42.80'}
{'date': '2018-02-10 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '43.80'}
{'date': '2018-02-10 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '44.00'}
{'date': '2018-02-10 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '44.10'}
{'date': '2018-02-10 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.20', 'humidity': '44.40'}
{'date': '2018-02-10 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.20', 'humidity': '44.40'}
{'date': '2018-02-10 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.10', 'humidity': '43.50'}
{'date': '2018-02-10 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.10', 'humidity': '43.50'}
{'date': '2018-02-10 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.10', 'humidity': '40.00'}
{'date': '2018-02-10 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '30.90'}
{'date': '2018-02-10 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.10', 'humidity': '29.40'}
{'date': '2018-02-10 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '29.40'}
{'date': '2018-02-10 08:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '34.00'}
{'date': '2018-02-10 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '33.90'}
{'date': '2018-02-10 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '35.40'}
{'date': '2018-02-10 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '36.30'}
{'date': '2018-02-10 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.90', 'humidity': '37.30'}
{'date': '2018-02-10 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.90', 'humidity': '33.60'}
{'date': '2018-02-10 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.90', 'humidity': '28.60'}
{'date': '2018-02-10 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '32.00'}
{'date': '2018-02-10 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '32.20'}
{'date': '2018-02-10 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '30.20'}
{'date': '2018-02-10 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '28.80'}
{'date': '2018-02-10 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '21.50'}
{'date': '2018-02-10 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '20.00'}
{'date': '2018-02-10 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '19.20'}
{'date': '2018-02-10 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '18.10'}
{'date': '2018-02-10 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.10', 'humidity': '16.20'}
{'date': '2018-02-10 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '15.20'}
{'date': '2018-02-10 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '15.10'}
{'date': '2018-02-10 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.90', 'humidity': '25.20'}
{'date': '2018-02-10 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.90', 'humidity': '25.20'}
{'date': '2018-02-10 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.10', 'humidity': '21.20'}
{'date': '2018-02-10 18:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.50', 'humidity': '20.90'}
{'date': '2018-02-10 19:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.50', 'humidity': '20.90'}
{'date': '2018-02-10 19:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.80', 'humidity': '17.20'}
{'date': '2018-02-10 20:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.80', 'humidity': '17.80'}
{'date': '2018-02-10 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '15.50'}
{'date': '2018-02-10 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.60', 'humidity': '14.60'}
{'date': '2018-02-10 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.60', 'humidity': '14.80'}
{'date': '2018-02-10 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '14.00'}
{'date': '2018-02-10 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '14.00'}
{'date': '2018-02-10 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '14.10'}
{'date': '2018-02-10 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.60', 'humidity': '14.00'}
{'date': '2018-02-11 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.30', 'humidity': '14.60'}
{'date': '2018-02-11 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.20', 'humidity': '14.60'}
{'date': '2018-02-11 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.10', 'humidity': '14.90'}
{'date': '2018-02-11 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.80', 'humidity': '15.40'}
{'date': '2018-02-11 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.80', 'humidity': '15.40'}
{'date': '2018-02-11 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.60', 'humidity': '16.30'}
{'date': '2018-02-11 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.60', 'humidity': '16.40'}
{'date': '2018-02-11 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.50', 'humidity': '16.60'}
{'date': '2018-02-11 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.20', 'humidity': '16.80'}
{'date': '2018-02-11 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.20', 'humidity': '16.70'}
{'date': '2018-02-11 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '17.70'}
{'date': '2018-02-11 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.00', 'humidity': '17.20'}
{'date': '2018-02-11 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.90', 'humidity': '19.10'}
{'date': '2018-02-11 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '19.40'}
{'date': '2018-02-11 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.70', 'humidity': '19.50'}
{'date': '2018-02-11 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.20', 'humidity': '24.30'}
{'date': '2018-02-11 08:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.20', 'humidity': '19.60'}
{'date': '2018-02-11 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '18.80'}
{'date': '2018-02-11 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.00', 'humidity': '17.70'}
{'date': '2018-02-11 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.80', 'humidity': '15.50'}
{'date': '2018-02-11 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.80', 'humidity': '15.40'}
{'date': '2018-02-11 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.90', 'humidity': '11.70'}
{'date': '2018-02-11 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.90', 'humidity': '11.60'}
{'date': '2018-02-11 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.30', 'humidity': '12.70'}
{'date': '2018-02-11 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.30', 'humidity': '12.70'}
{'date': '2018-02-11 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.60', 'humidity': '11.40'}
{'date': '2018-02-11 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.60', 'humidity': '11.50'}
{'date': '2018-02-11 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.00', 'humidity': '8.20'}
{'date': '2018-02-11 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.00', 'humidity': '8.10'}
{'date': '2018-02-11 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.30', 'humidity': '6.40'}
{'date': '2018-02-11 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.30', 'humidity': '4.80'}
{'date': '2018-02-11 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.30', 'humidity': '4.70'}
{'date': '2018-02-11 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.40', 'humidity': '3.00'}
{'date': '2018-02-11 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.50', 'humidity': '3.00'}
{'date': '2018-02-11 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.40', 'humidity': '3.40'}
{'date': '2018-02-11 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.40', 'humidity': '4.20'}
{'date': '2018-02-11 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.70', 'humidity': '7.50'}
{'date': '2018-02-11 18:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.70', 'humidity': '7.50'}
{'date': '2018-02-11 19:00', 'home': '', 'ch2o': 0.0041, 'temperature': '13.00', 'humidity': '35.10'}
{'date': '2018-02-11 19:30', 'home': '', 'ch2o': 0.009, 'temperature': '14.00', 'humidity': '28.80'}
{'date': '2018-02-11 20:00', 'home': '', 'ch2o': 0.0048, 'temperature': '14.10', 'humidity': '29.20'}
{'date': '2018-02-11 20:30', 'home': '', 'ch2o': 0.0037, 'temperature': '15.10', 'humidity': '19.70'}
{'date': '2018-02-11 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.30', 'humidity': '19.40'}
{'date': '2018-02-11 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.40', 'humidity': '19.40'}
{'date': '2018-02-11 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '24.50'}
{'date': '2018-02-11 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '24.40'}
{'date': '2018-02-11 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '24.70'}
{'date': '2018-02-11 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.20', 'humidity': '11.40'}
{'date': '2018-02-12 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.10', 'humidity': '11.40'}
{'date': '2018-02-12 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '8.60'}
{'date': '2018-02-12 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '8.70'}
{'date': '2018-02-12 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.80', 'humidity': '7.90'}
{'date': '2018-02-12 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.60', 'humidity': '4.50'}
{'date': '2018-02-12 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.60', 'humidity': '4.40'}
{'date': '2018-02-12 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.40', 'humidity': '3.80'}
{'date': '2018-02-12 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.00', 'humidity': '1.60'}
{'date': '2018-02-12 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.00', 'humidity': '1.60'}
{'date': '2018-02-12 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.80', 'humidity': '1.20'}
{'date': '2018-02-12 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.60', 'humidity': '2.60'}
{'date': '2018-02-12 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.20', 'humidity': '3.20'}
{'date': '2018-02-12 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.20', 'humidity': '3.20'}
{'date': '2018-02-12 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '3.20'}
{'date': '2018-02-12 18:30', 'home': '', 'ch2o': -1, 'temperature': '12.20', 'humidity': '8.90'}
{'date': '2018-02-12 19:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '3.90'}
{'date': '2018-02-12 19:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.00', 'humidity': '5.90'}
{'date': '2018-02-12 20:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.30', 'humidity': '9.30'}
{'date': '2018-02-12 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '9.20'}
{'date': '2018-02-12 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '11.00'}
{'date': '2018-02-12 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '10.10'}
